X,Y,ZID,NAME,ELEV,icon_url
16.454364478594,39.8501668876103,"0",F1,0.000,./0.png
16.4480524830255,39.8544991482055,"1",F2,0.000,./0.png
16.4474451495653,39.8554651713824,"2",F3,0.000,./0.png
16.4482879184135,39.856825254398,"3",F4,0.000,./0.png
16.4459142178118,39.8563169389939,"4",F5,0.000,./0.png
16.4490695003457,39.8622421512557,"5",F6,0.000,./0.png
16.452749277866,39.8617060111063,"6",F7,0.000,./0.png
16.4523573504932,39.8599813273452,"7",F8,0.000,./0.png
16.4542441116965,39.8649117462163,"8",F9,0.000,./0.png
16.4533907019624,39.8654102262399,"9",F10,0.000,./0.png
16.4605096369078,39.8639630492714,"10",F11,0.000,./0.png
16.4634250729674,39.8605186047218,"11",F12,0.000,./0.png
16.4556671345036,39.8606161195791,"12",F13,0.000,./0.png
16.4489575229224,39.8484291909218,"13",F14,0.000,./0.png
16.4501080077359,39.8470003182017,"14",F15,0.000,./0.png
16.4515431384608,39.8463246716719,"15",F16,0.000,./0.png
16.4539252997808,39.8445559976721,"16",F17,0.000,./0.png
16.4695435555707,39.8638827405411,"17",F18,0.000,./0.png
16.4678256674341,39.8556878436432,"18",F19,0.000,./0.png
16.4750882862946,39.8623888502778,"19",F20,0.000,./0.png
17.1077409540564,39.2930204254858,"0",F1,0.000,./0.png
17.1072968509098,39.2890371765333,"1",F2,0.000,./0.png
17.1071187954923,39.2854185042124,"2",F3,0.000,./0.png
17.1024267200395,39.2863052202194,"3",F4,0.000,./0.png
17.1001166297121,39.2834908513579,"4",F5,0.000,./0.png
17.0976080767013,39.2814007875156,"5",F6,0.000,./0.png
17.0996476511338,39.2805981868543,"6",F7,0.000,./0.png
17.0957022149517,39.2812459156627,"7",F8,0.000,./0.png
17.0934566205671,39.2864218635166,"8",F9,0.000,./0.png
17.1028121530238,39.2786490189919,"9",F10,0.000,./0.png
17.0996354605603,39.2770846191709,"10",F11,0.000,./0.png
17.0959340225584,39.278133389918,"11",F12,0.000,./0.png
17.0934615446776,39.2784121391223,"12",F13,0.000,./0.png
17.0922825376621,39.2761899180556,"13",F14,0.000,./0.png
17.0801786328923,39.2863175683527,"14",F15,0.000,./0.png
17.0801445807692,39.277722894647,"15",F16,0.000,./0.png
17.0770544168619,39.2767149302277,"16",F17,0.000,./0.png
17.077604429193,39.2721822230679,"17",F18,0.000,./0.png
17.0807209790157,39.2686037437831,"18",F19,0.000,./0.png
17.0880026838921,39.2729872306853,"19",F20,0.000,./0.png
17.092868895019,39.269016642648,"20",F21,0.000,./0.png
17.0877955916784,39.2656209795418,"21",F22,0.000,./0.png
17.0884788848277,39.2663835599286,"22",F23,0.000,./0.png
17.08912387928,39.2674171156321,"23",F24,0.000,./0.png
17.0756851982025,39.2644951049042,"24",F25,0.000,./0.png
17.0760204032245,39.2656423761564,"25",F26,0.000,./0.png
17.0760025041963,39.2666067392735,"26",F27,0.000,./0.png
17.0732736145646,39.2668265611207,"27",F28,0.000,./0.png
17.0757692522008,39.2618447365336,"28",F29,0.000,./0.png
17.0703055614542,39.2679785783256,"29",F30,0.000,./0.png
17.0690808530698,39.270081608749,"30",F31,0.000,./0.png
17.0690353298556,39.271686154784,"31",F32,0.000,./0.png
17.0723467058386,39.2731318756794,"32",F33,0.000,./0.png
17.0666677578987,39.2790801742659,"33",F34,0.000,./0.png
17.0625980337915,39.2798461152852,"34",F35,0.000,./0.png
17.060285577836,39.2780761100282,"35",F36,0.000,./0.png
17.0565312980829,39.2781334934272,"36",F37,0.000,./0.png
17.0546793080364,39.2778328393338,"37",F38,0.000,./0.png
17.0504154998388,39.2810884760793,"38",F39,0.000,./0.png
17.0468079412782,39.2794220961091,"39",F40,0.000,./0.png
17.0405140566209,39.2718652786478,"40",F41,0.000,./0.png
17.0263452707577,39.2741400006105,"41",F42,0.000,./0.png
17.0323422358606,39.2666564220297,"42",F43,0.000,./0.png
17.0318422179934,39.2690076997917,"43",F44,0.000,./0.png
17.0304435320647,39.2691402232552,"44",F45,0.000,./0.png
17.0290153377751,39.2706607541058,"45",F46,0.000,./0.png
17.0241330850557,39.2673580654693,"46",F47,0.000,./0.png
17.0226154139948,39.2609334154068,"47",F48,0.000,./0.png
17.0299304645078,39.2626080506592,"48",F49,0.000,./0.png
17.0334429357572,39.2582220377368,"49",F50,0.000,./0.png
17.0355649062525,39.2630682693583,"50",F51,0.000,./0.png
17.0660807216043,39.2654137817824,"51",F53,0.000,./0.png
17.0639137159512,39.2634520545196,"52",F54,0.000,./0.png
17.0666205004329,39.2620886046138,"53",F55,0.000,./0.png
17.0976024860732,39.2575070929357,"54",F56,0.000,./0.png
17.093574531081,39.2565074433376,"55",F57,0.000,./0.png
17.0980233360006,39.2564633883863,"56",F58,0.000,./0.png
17.0977172035185,39.2551354630304,"57",F59,0.000,./0.png
17.0997094305393,39.2543247084536,"58",F60,0.000,./0.png
17.0984682492068,39.2542840205778,"59",F61,0.000,./0.png
17.0988279690579,39.2527458787102,"60",F62,0.000,./0.png
17.0954362563795,39.251311359674,"61",F63,0.000,./0.png
17.0887881126928,39.2510344048394,"62",F64,0.000,./0.png
17.0952248363796,39.2492699505361,"63",F65,0.000,./0.png
17.0915359225011,39.2483542197582,"64",F66,0.000,./0.png
17.0852736073292,39.2485746759455,"65",F67,0.000,./0.png
17.0881044785039,39.2467400011003,"66",F68,0.000,./0.png
17.0879002588927,39.2570418212899,"67",F69,0.000,./0.png
17.0845758386254,39.2567049699812,"68",F70,0.000,./0.png
17.0822308601604,39.2538277745079,"69",F71,0.000,./0.png
17.0819114510212,39.2520405435327,"70",F72,0.000,./0.png
17.0811077615052,39.251117897491,"71",F73,0.000,./0.png
17.0979677654468,39.2464365375651,"72",F74,0.000,./0.png
17.0964578994732,39.2467070003317,"73",F75,0.000,./0.png
17.0991088435775,39.2439022463797,"74",F76,0.000,./0.png
17.0978306695858,39.2414476006008,"75",F77,0.000,./0.png
17.0967201434491,39.2407288051217,"76",F78,0.000,./0.png
17.095667270957,39.2419460609505,"77",F79,0.000,./0.png
17.0933771278878,39.243248629638,"78",F80,0.000,./0.png
17.0922763230102,39.2424665485781,"79",F81,0.000,./0.png
17.0883840745119,39.2421039635773,"80",F82,0.000,./0.png
17.0934882980358,39.2341287404901,"81",F83,0.000,./0.png
17.0931738526701,39.2352425968121,"82",F84,0.000,./0.png
17.0985911260981,39.233919748642,"83",F85,0.000,./0.png
17.1007959477866,39.2266631563131,"84",F86,0.000,./0.png
17.0890652643251,39.2279644028476,"85",F87,0.000,./0.png
17.0878895160063,39.2297243821472,"86",F88,0.000,./0.png
17.0780284139804,39.2194223860824,"87",F89,0.000,./0.png
17.0858264887054,39.2257790282703,"88",F90,0.000,./0.png
17.0817204036103,39.2259876587957,"89",F91,0.000,./0.png
17.0796069272701,39.2242414838041,"90",F92,0.000,./0.png
17.0765338865997,39.2421988005568,"91",F93,0.000,./0.png
17.0720529657024,39.2419092347021,"92",F94,0.000,./0.png
17.0704825535407,39.2393333422462,"93",F95,0.000,./0.png
17.052739597524,39.2344038080428,"94",F96,0.000,./0.png
17.0602337848805,39.226432894722,"95",F97,0.000,./0.png
17.0451360241045,39.2382676848631,"96",F98,0.000,./0.png
17.0421619615,39.2375900917575,"97",F99,0.000,./0.png
17.0423835490572,39.2388385715483,"98",F100,0.000,./0.png
17.0427602153858,39.2398410644012,"99",F101,0.000,./0.png
17.0443684169569,39.2405606523631,"100",F102,0.000,./0.png
17.0456847161419,39.2416006908603,"101",F103,0.000,./0.png
17.0488361143975,39.2443833684207,"102",F104,0.000,./0.png
17.0483319509083,39.2453743096731,"103",F105,0.000,./0.png
17.0480768508481,39.2457662196938,"104",F106,0.000,./0.png
17.0441128531629,39.2461242004594,"105",F107,0.000,./0.png
17.0412809025258,39.247561401387,"106",F108,0.000,./0.png
17.0430843499848,39.249412818211,"107",F109,0.000,./0.png
17.0416397515698,39.2495462788617,"108",F110,0.000,./0.png
17.0384464871561,39.2489174888183,"109",F111,0.000,./0.png
17.0428832347518,39.2520652329366,"110",F112,0.000,./0.png
17.0396497459799,39.2528517242668,"111",F113,0.000,./0.png
17.0360435489323,39.2523742607675,"112",F114,0.000,./0.png
17.0657650848984,39.2676898449313,"113",F115,0.000,./0.png
17.0636583752737,39.2689705607194,"114",F116,0.000,./0.png
17.0637762417581,39.2706172580439,"115",F117,0.000,./0.png
17.0629882593939,39.2714150757095,"116",F118,0.000,./0.png
17.0590118616743,39.2717918144146,"117",F119,0.000,./0.png
17.0580834985729,39.2737363228285,"118",F120,0.000,./0.png
17.0570631718202,39.2745201892616,"119",F121,0.000,./0.png
17.055227615156,39.2731921387822,"120",F122,0.000,./0.png
17.0538086650558,39.2722351189237,"121",F123,0.000,./0.png
17.0515529781165,39.271202733893,"122",F124,0.000,./0.png
17.0489398716899,39.2694377941928,"123",F125,0.000,./0.png
17.0455458132364,39.2687136360744,"124",F126,0.000,./0.png
17.0460934236811,39.2672173967373,"125",F127,0.000,./0.png
17.0554093218962,39.2560072768928,"126",F128,0.000,./0.png
17.0734180369619,39.2146843153338,"127",F129,0.000,./0.png
17.0771739991935,39.2140137184539,"128",F130,0.000,./0.png
17.080713935604,39.21348200842,"129",F131,0.000,./0.png
17.0831844654909,39.2124287380283,"130",F132,0.000,./0.png
17.0871023232128,39.2086285188621,"131",F133,0.000,./0.png
17.0793497368852,39.2076770183546,"132",F134,0.000,./0.png
17.0693127196744,39.216081786823,"133",F135,0.000,./0.png
17.0701277464216,39.2075530052944,"134",F136,0.000,./0.png
17.0671115229641,39.2081651949562,"135",F137,0.000,./0.png
17.0662623115667,39.2104056974883,"136",F138,0.000,./0.png
17.0638524319544,39.208790621233,"137",F139,0.000,./0.png
17.0622258484615,39.2082157776834,"138",F140,0.000,./0.png
17.0613714484002,39.2094922839801,"139",F141,0.000,./0.png
17.0582208564219,39.2134402672402,"140",F142,0.000,./0.png
17.057364437163,39.2170323102261,"141",F143,0.000,./0.png
17.0552940361453,39.2183212404092,"142",F144,0.000,./0.png
17.0541257429856,39.2199636275096,"143",F145,0.000,./0.png
17.0531115743697,39.2217294233019,"144",F146,0.000,./0.png
17.0611227142257,39.2211824512978,"145",F147,0.000,./0.png
17.0635063010643,39.2214916185188,"146",F148,0.000,./0.png
17.0393991994271,39.2117982575209,"147",F149,0.000,./0.png
17.0385754512063,39.2137498031895,"148",F150,0.000,./0.png
17.0345427447494,39.2108650915471,"149",F151,0.000,./0.png
17.0325481065625,39.2107737849063,"150",F152,0.000,./0.png
17.0295691956523,39.2147089996055,"151",F153,0.000,./0.png
17.0258575049178,39.2185487709608,"152",F154,0.000,./0.png
17.0270056151421,39.225844806337,"153",F155,0.000,./0.png
16.1306595005881,39.0993762039417,"0",F1,0.000,./0.png
16.126315900254,39.0953002939728,"1",F2,0.000,./0.png
16.1314668356658,39.0920065103997,"2",F3,0.000,./0.png
16.1286454762941,39.0920068255341,"3",F4,0.000,./0.png
16.1242970077973,39.0912288540004,"4",F5,0.000,./0.png
16.1298482207101,39.0891207131679,"5",F6,0.000,./0.png
16.1305655368447,39.0855274377688,"6",F7,0.000,./0.png
16.114786143756,39.0790834216246,"7",F8,0.000,./0.png
16.1163642901507,39.0831232164869,"8",F9,0.000,./0.png
16.1189811832434,39.0841073479298,"9",F10,0.000,./0.png
16.0565002472075,39.3221049921957,"0",F1,0.000,./0.png
16.0561421352199,39.3198916457388,"1",F2,0.000,./0.png
16.0583773246814,39.3196460794277,"2",F3,0.000,./0.png
16.0590252799255,39.3187661620954,"3",F4,0.000,./0.png
16.0608496448997,39.3197407103403,"4",F5,0.000,./0.png
16.061558695375,39.3190674649697,"5",F6,0.000,./0.png
16.0533670039705,39.3189436524782,"6",F7,0.000,./0.png
16.0500750219202,39.3167838302837,"7",F8,0.000,./0.png
16.0536361071012,39.3160037739634,"8",F9,0.000,./0.png
16.0571589265863,39.3149986923874,"9",F10,0.000,./0.png
16.0617496726499,39.3163535457199,"10",F11,0.000,./0.png
16.0693403163466,39.3135899042774,"11",F12,0.000,./0.png
16.0714755714149,39.3113716929404,"12",F13,0.000,./0.png
16.0728388781044,39.3102598477951,"13",F14,0.000,./0.png
16.0754597132875,39.3102266531762,"14",F15,0.000,./0.png
16.0640747566927,39.3075019621924,"15",F16,0.000,./0.png
16.0633441779582,39.3052109421235,"16",F17,0.000,./0.png
16.0785222712622,39.3125230416855,"17",F18,0.000,./0.png
16.0736233110001,39.3145326301704,"18",F19,0.000,./0.png
16.0843711389031,39.3194698967782,"19",F20,0.000,./0.png
16.0830474790734,39.3133730706622,"20",F21,0.000,./0.png
16.0825107910636,39.3131708202553,"21",F22,0.000,./0.png
16.0823061345604,39.3126861535451,"22",F23,0.000,./0.png
16.0823378609047,39.3139923883846,"23",F24,0.000,./0.png
16.0805048078106,39.3132164895675,"24",F25,0.000,./0.png
16.0800130331075,39.313671580975,"25",F26,0.000,./0.png
16.0787649767384,39.3162421502935,"26",F27,0.000,./0.png
16.0777230883644,39.3171348352273,"27",F28,0.000,./0.png
16.0771319563056,39.3141397936651,"28",F29,0.000,./0.png
16.074857258578,39.3140617042441,"29",F30,0.000,./0.png
16.0761919747679,39.3148693321771,"30",F31,0.000,./0.png
16.0762727419449,39.317112212412,"31",F33,0.000,./0.png
16.0727710003084,39.3172076117375,"32",F34,0.000,./0.png
16.0839521564129,39.3073546102196,"33",F35,0.000,./0.png
16.0837702074033,39.2978141151355,"34",F36,0.000,./0.png
16.0844314654021,39.2970781008644,"35",F37,0.000,./0.png
16.0816027326901,39.2956266819408,"36",F38,0.000,./0.png
16.0771652332256,39.2943703012502,"37",F39,0.000,./0.png
16.0724885724452,39.2949090603088,"38",F40,0.000,./0.png
16.0675605814598,39.2957022331136,"39",F41,0.000,./0.png
16.0599600987134,39.2953842266067,"40",F42,0.000,./0.png
16.0603859715886,39.2928663931228,"41",F43,0.000,./0.png
16.0606768622297,39.2913950162574,"42",F44,0.000,./0.png
16.0572733236521,39.2917683777098,"43",F45,0.000,./0.png
16.0584140089403,39.2989845074489,"44",F46,0.000,./0.png
16.0784190025202,39.2959715878163,"45",F47,0.000,./0.png
16.0584090513296,39.2978852609165,"46",F48,0.000,./0.png
16.0567765046077,39.2972873718488,"47",F49,0.000,./0.png
16.0615632790124,39.2894316374616,"48",F50,0.000,./0.png
16.0633113590624,39.2892444837151,"49",F51,0.000,./0.png
16.0588320614857,39.2874741767246,"50",F52,0.000,./0.png
16.0601842463648,39.2879484438432,"51",F53,0.000,./0.png
16.0624268687693,39.2874954916111,"52",F54,0.000,./0.png
16.0613830439694,39.2874779804987,"53",F55,0.000,./0.png
16.0594694058947,39.2859095441303,"54",F56,0.000,./0.png
16.0761056388698,39.2887845259208,"55",F57,0.000,./0.png
16.0711557178642,39.283540952128,"56",F58,0.000,./0.png
16.0597937293392,39.2820410416058,"57",F59,0.000,./0.png
16.0863325580604,39.32328108546,"58",F60,0.000,./0.png
16.0863103119676,39.2963397381744,"59",F61,0.000,./0.png
16.0856716190702,39.2962826221833,"60",F62,0.000,./0.png
16.0884653761437,39.2917242151905,"61",F63,0.000,./0.png
16.0872288831551,39.287500795047,"62",F64,0.000,./0.png
16.0951068194574,39.3183241655288,"63",F65,0.000,./0.png
16.0947726735466,39.3087941544681,"64",F66,0.000,./0.png
16.1138165749855,39.3123889081628,"65",F67,0.000,./0.png
16.3642778414945,39.6279427356457,"0",F1,0.000,./0.png
16.361824706091,39.628214791272,"1",F2,0.000,./0.png
16.1037097295819,39.4315762955238,"0",F1,0.000,./0.png
16.1111475443963,39.4287573172267,"1",F2,0.000,./0.png
16.1182189361044,39.4284913194757,"2",F3,0.000,./0.png
16.1196521881034,39.4280270134466,"3",F4,0.000,./0.png
16.1206811535751,39.4277107515862,"4",F5,0.000,./0.png
16.1296426202623,39.4394546405615,"5",F6,0.000,./0.png
16.1192421458319,39.4365277205886,"6",F7,0.000,./0.png
16.1331921443416,39.4354825935954,"7",F8,0.000,./0.png
16.1382444891103,39.4332077043508,"8",F9,0.000,./0.png
16.1369866935774,39.4337426066927,"9",F10,0.000,./0.png
16.1265748847608,39.4300775995334,"10",F11,0.000,./0.png
16.1272514234291,39.4295214132722,"11",F12,0.000,./0.png
16.124924223354,39.431472159637,"12",F13,0.000,./0.png
16.1232929098352,39.4311815742473,"13",F14,0.000,./0.png
16.1169928642705,39.4251962983881,"14",F15,0.000,./0.png
16.1126795871693,39.4235436912422,"15",F16,0.000,./0.png
16.1167138092112,39.422270609304,"16",F17,0.000,./0.png
16.1141097535419,39.4207007454885,"17",F18,0.000,./0.png
16.1197837237462,39.4217275045622,"18",F19,0.000,./0.png
16.1179677026266,39.4171316636206,"19",F20,0.000,./0.png
16.1218318308108,39.4233927072324,"20",F21,0.000,./0.png
16.1264592533289,39.4236182953779,"21",F22,0.000,./0.png
16.1231804572314,39.4205594483488,"22",F23,0.000,./0.png
16.1236093129208,39.4212220734478,"23",F24,0.000,./0.png
16.1241274484829,39.4194870769531,"24",F25,0.000,./0.png
16.1266672291542,39.4199400533919,"25",F26,0.000,./0.png
16.1286280325029,39.421227546768,"26",F27,0.000,./0.png
16.1350701192157,39.4244716604573,"27",F28,0.000,./0.png
16.1451617433123,39.4291842645008,"28",F29,0.000,./0.png
16.1490512413455,39.4290197594484,"29",F30,0.000,./0.png
16.1520294507303,39.4306662210044,"30",F31,0.000,./0.png
16.1562055617265,39.4288587566808,"31",F32,0.000,./0.png
16.157718421548,39.4304115054561,"32",F33,0.000,./0.png
16.1442022321538,39.4237965115858,"33",F34,0.000,./0.png
16.1458734906642,39.4222753309022,"34",F35,0.000,./0.png
16.1379280015289,39.4230381211523,"35",F36,0.000,./0.png
16.131500256006,39.4163700870391,"36",F37,0.000,./0.png
16.1305189845021,39.4167490532613,"37",F38,0.000,./0.png
16.1290568355438,39.4161235186446,"38",F39,0.000,./0.png
16.1272619510491,39.416474310439,"39",F40,0.000,./0.png
16.1273082097782,39.4265564570508,"40",F41,0.000,./0.png
16.1266604368295,39.4281755868066,"41",F42,0.000,./0.png
16.1315552222971,39.4283893698987,"42",F43,0.000,./0.png
16.1361328160706,39.429101614588,"43",F44,0.000,./0.png
16.1388406101367,39.4305708497358,"44",F45,0.000,./0.png
16.1436449216827,39.4330556134273,"45",F46,0.000,./0.png
16.1489244288245,39.4255430209373,"46",F47,0.000,./0.png
16.1481463884966,39.419901215999,"47",F48,0.000,./0.png
16.6003305580973,40.019489589314,"0",F1,0.000,./0.png
16.5957024577606,40.02151742141,"1",F2,0.000,./0.png
16.5935778636052,40.0233755234238,"2",F3,0.000,./0.png
16.5912738028393,40.0180197137938,"3",F5,0.000,./0.png
16.5897928409407,40.0193373647695,"4",F6,0.000,./0.png
16.5872603620647,40.0187684734427,"5",F7,0.000,./0.png
16.5850221844979,40.0187630782875,"6",F8,0.000,./0.png
16.5852370037675,40.0214628895301,"7",F9,0.000,./0.png
16.5842901130964,40.0205478975575,"8",F10,0.000,./0.png
16.5985130568331,40.0124064501082,"9",F11,0.000,./0.png
16.6014712002619,40.0141494144196,"10",F12,0.000,./0.png
16.6011092558966,40.0106948967916,"11",F13,0.000,./0.png
16.599057518626,40.0091286081135,"12",F14,0.000,./0.png
16.6073416756163,40.0131672056219,"13",F15,0.000,./0.png
16.6068839846093,40.0111374835196,"14",F16,0.000,./0.png
16.6072840791639,40.0102129991939,"15",F17,0.000,./0.png
16.608369429474,40.0105312769166,"16",F18,0.000,./0.png
16.6058573957534,40.0098273692386,"17",F19,0.000,./0.png
16.6086473720011,40.0064012200061,"18",F20,0.000,./0.png
16.6080347275793,40.0077520903456,"19",F21,0.000,./0.png
16.6072890648579,40.0074290974048,"20",F22,0.000,./0.png
16.6051102544066,40.0064412651467,"21",F23,0.000,./0.png
16.6029487824269,40.0061919038269,"22",F24,0.000,./0.png
16.6029031133326,40.0057420768981,"23",F25,0.000,./0.png
16.6000706718779,40.0063578137164,"24",F26,0.000,./0.png
16.6047436291455,40.0042931509026,"25",F27,0.000,./0.png
16.6012059827503,40.0043060559527,"26",F28,0.000,./0.png
16.602917973429,40.003372457881,"27",F29,0.000,./0.png
16.6050061359461,40.0034967074502,"28",F30,0.000,./0.png
16.6072278675752,40.0033217638562,"29",F31,0.000,./0.png
16.6078825084723,40.0027631216828,"30",F32,0.000,./0.png
16.6047019815811,40.0020144058701,"31",F33,0.000,./0.png
16.6044391052039,39.9997927785977,"32",F34,0.000,./0.png
16.6068022673196,39.9976608928059,"33",F35,0.000,./0.png
16.6060963864415,39.9970310270408,"34",F36,0.000,./0.png
16.6052023085122,39.9973677469887,"35",F37,0.000,./0.png
16.6090161932043,39.9971616935588,"36",F38,0.000,./0.png
15.7877804653969,39.9010967613799,"0",F1,0.000,./0.png
15.7857330520378,39.8980022684874,"1",F2,0.000,./0.png
15.8024878410361,39.8953287501875,"2",F3,0.000,./0.png
15.7923463359874,39.883127109534,"3",F4,0.000,./0.png
15.8103003305472,39.8793360594436,"4",F5,0.000,./0.png
15.8096870138383,39.8778987700201,"5",F6,0.000,./0.png
15.8106084475214,39.8816674514954,"6",F7,0.000,./0.png
15.8377343046367,39.8725279333859,"7",F8,0.000,./0.png
16.814522158142,39.4838973749154,"0",F1,0.000,./0.png
16.8157701496779,39.4839962404515,"1",F2,0.000,./0.png
16.8161578829082,39.486228742308,"2",F3,0.000,./0.png
16.8167800635828,39.4854774764214,"3",F4,0.000,./0.png
16.8126244118354,39.483487395143,"4",F5,0.000,./0.png
16.8102059233222,39.4828388509476,"5",F6,0.000,./0.png
16.8114474024816,39.4845313611342,"6",F7,0.000,./0.png
16.8124698421858,39.4853983774161,"7",F8,0.000,./0.png
16.81313634051,39.4872350054079,"8",F9,0.000,./0.png
16.8127848546202,39.4882838456793,"9",F10,0.000,./0.png
16.8127627459853,39.48920531981,"10",F11,0.000,./0.png
16.8113264187557,39.4870379520016,"11",F12,0.000,./0.png
16.8141265219874,39.490535107688,"12",F13,0.000,./0.png
16.8168269971065,39.4893069220079,"13",F14,0.000,./0.png
16.8173473809441,39.4880718040392,"14",F15,0.000,./0.png
16.8159515373866,39.4914885105954,"15",F16,0.000,./0.png
16.8149818191489,39.4917464211885,"16",F17,0.000,./0.png
16.8143896635104,39.4917112741182,"17",F18,0.000,./0.png
16.8165634766921,39.4924053071104,"18",F19,0.000,./0.png
16.814688805021,39.4927673464338,"19",F20,0.000,./0.png
16.8137147866599,39.4936759612676,"20",F21,0.000,./0.png
16.8176875515484,39.4898976762152,"21",F22,0.000,./0.png
16.8184850226645,39.484157839305,"22",F23,0.000,./0.png
16.818586536737,39.4839108681917,"23",F24,0.000,./0.png
16.8172639456408,39.4830064812252,"24",F25,0.000,./0.png
16.8164914335409,39.4938317702786,"25",F26,0.000,./0.png
16.8150466849676,39.4955121272136,"26",F27,0.000,./0.png
16.8139816696459,39.49167259333,"27",F28,0.000,./0.png
16.8148642375099,39.4898388528815,"28",F29,0.000,./0.png
16.8144881443481,39.488790586566,"29",F30,0.000,./0.png
16.8140548146306,39.4886712138477,"30",F31,0.000,./0.png
16.8156596851028,39.487339746703,"31",F32,0.000,./0.png
16.8131760744533,39.4870721830579,"32",F33,0.000,./0.png
16.8188488035905,39.4856771486959,"33",F34,0.000,./0.png
16.820248661207,39.4849614876989,"34",F35,0.000,./0.png
16.816905104947,39.4838155028055,"35",F36,0.000,./0.png
16.8161928218493,39.4823580475355,"36",F37,0.000,./0.png
16.8436390743623,39.5433448643019,"37",F38,0.000,./0.png
16.8444005285235,39.5426570585377,"38",F39,0.000,./0.png
